id_pagamento,id_fatura,id_cliente,data_pagamento,valor_pagamento
PG-1428-5,1428-5,1428,2023-06-01,8276.99
PG-1428-6,1428-6,1428,2023-07-03,3571.57
PG-1428-7,1428-7,1428,2023-07-15,9019.13
PG-1428-9,1428-9,1428,2023-09-27,14412.24
PG-1428-11,1428-11,1428,2023-11-15,63493.83
PG-1428-12,1428-12,1428,2023-12-31,11097.85
PG-1428-13,1428-13,1428,2024-01-03,3202.45
PG-1429-1,1429-1,1429,2023-01-06,49063.01
PG-1429-2,1429-2,1429,2023-02-09,26396.51
PG-1429-4,1429-4,1429,2023-05-06,43458.7
PG-1429-5,1429-5,1429,2023-05-13,20431.85
PG-1429-7,1429-7,1429,2023-07-05,23910.27
PG-1429-8,1429-8,1429,2023-08-05,33455.68
PG-1429-10,1429-10,1429,2023-10-03,23805.66
PG-1429-12,1429-12,1429,2023-12-01,9657.45
PG-1429-13,1429-13,1429,2024-02-07,24176.83
PG-1430-1,1430-1,1430,2023-01-20,25388.66
PG-1430-2,1430-2,1430,2023-02-13,1356.16
PG-1430-3,1430-3,1430,2023-03-05,40061.41
PG-1430-4,1430-4,1430,2023-04-08,202.0
PG-1430-5,1430-5,1430,2023-05-03,445.18
PG-1430-6,1430-6,1430,2023-06-04,36799.53
PG-1430-7,1430-7,1430,2023-07-18,46796.55
PG-1430-8,1430-8,1430,2023-08-09,16422.27
PG-1430-10,1430-10,1430,2023-11-06,30177.85
PG-1430-11,1430-11,1430,2023-11-10,38097.06
PG-1430-12,1430-12,1430,2023-12-15,3993.39
PG-1430-13,1430-13,1430,2024-01-08,860.74
PG-1431-1,1431-1,1431,2023-01-03,697.26
PG-1431-2,1431-2,1431,2023-03-07,1479.97
PG-1431-4,1431-4,1431,2023-04-03,2785.42
PG-1431-5,1431-5,1431,2023-05-02,3606.04
PG-1431-8,1431-8,1431,2023-08-05,16788.81
PG-1431-9,1431-9,1431,2023-09-16,1700.69
PG-1431-12,1431-12,1431,2023-12-28,2048.89
PG-1432-1,1432-1,1432,2023-01-25,40342.77
PG-1432-3,1432-3,1432,2023-03-29,8447.14
PG-1432-5,1432-5,1432,2023-06-05,12619.8
PG-1432-6,1432-6,1432,2023-06-04,34021.19
PG-1432-8,1432-8,1432,2023-08-19,6580.47
PG-1432-9,1432-9,1432,2023-09-20,6482.31
PG-1432-10,1432-10,1432,2023-10-18,8813.19
PG-1432-11,1432-11,1432,2023-11-15,17859.12
PG-1432-12,1432-12,1432,2023-12-16,5591.1
PG-1433-1,1433-1,1433,2023-01-10,3673.34
PG-1433-2,1433-2,1433,2023-02-02,42612.69
PG-1433-4,1433-4,1433,2023-04-09,9272.36
PG-1433-6,1433-6,1433,2023-07-02,14883.64
PG-1433-7,1433-7,1433,2023-07-12,43110.65
PG-1433-11,1433-11,1433,2023-11-20,1193.51
PG-1433-12,1433-12,1433,2023-12-10,26280.05
PG-1433-13,1433-13,1433,2024-01-08,35994.61
PG-1434-2,1434-2,1434,2023-03-10,6780.29
PG-1434-3,1434-3,1434,2023-04-01,1634.98
PG-1434-4,1434-4,1434,2023-04-10,18083.89
PG-1434-5,1434-5,1434,2023-05-06,13043.99
PG-1434-6,1434-6,1434,2023-06-18,15474.63
PG-1434-8,1434-8,1434,2023-08-06,38444.84
PG-1434-10,1434-10,1434,2023-10-13,8190.4
PG-1434-11,1434-11,1434,2023-11-04,19638.44
PG-1434-12,1434-12,1434,2023-12-04,20683.68
PG-1434-13,1434-13,1434,2024-01-06,3982.46
PG-1435-1,1435-1,1435,2023-02-02,14962.99
PG-1435-2,1435-2,1435,2023-02-08,33908.79
PG-1435-3,1435-3,1435,2023-03-04,23695.12
PG-1435-4,1435-4,1435,2023-04-23,27582.94
PG-1435-5,1435-5,1435,2023-05-08,17249.2
PG-1435-6,1435-6,1435,2023-06-18,20478.03
PG-1435-7,1435-7,1435,2023-07-10,48704.88
PG-1435-8,1435-8,1435,2023-08-06,1347.35
PG-1435-9,1435-9,1435,2023-09-04,2742.44
PG-1435-10,1435-10,1435,2023-11-06,21924.42
PG-1435-12,1435-12,1435,2024-01-04,29196.8
PG-1435-13,1435-13,1435,2024-01-12,10717.39
PG-1436-3,1436-3,1436,2023-03-14,19237.96
PG-1436-4,1436-4,1436,2023-04-09,7949.81
PG-1436-5,1436-5,1436,2023-05-08,11667.77
PG-1436-6,1436-6,1436,2023-07-04,4995.5
PG-1436-7,1436-7,1436,2023-07-27,605.79
PG-1436-8,1436-8,1436,2023-08-02,8497.96
PG-1436-10,1436-10,1436,2023-10-05,6279.85
PG-1436-11,1436-11,1436,2023-11-01,34309.71
PG-1437-1,1437-1,1437,2023-01-05,1946.77
PG-1437-6,1437-6,1437,2023-07-09,270.48
PG-1437-7,1437-7,1437,2023-07-06,4032.16
PG-1437-9,1437-9,1437,2023-09-02,16051.34
PG-1437-10,1437-10,1437,2023-10-05,7529.52
PG-1437-11,1437-11,1437,2023-11-08,22879.95
PG-1437-12,1437-12,1437,2023-12-14,9904.18
PG-1438-3,1438-3,1438,2023-03-09,23553.19
PG-1438-4,1438-4,1438,2023-04-09,1959.88
PG-1438-6,1438-6,1438,2023-06-24,43541.82
PG-1438-10,1438-10,1438,2023-10-07,5240.11
PG-1438-11,1438-11,1438,2023-11-30,12620.94
PG-1438-12,1438-12,1438,2023-12-10,44838.05
PG-1439-1,1439-1,1439,2023-02-05,25505.36
PG-1439-2,1439-2,1439,2023-03-06,512.91
PG-1439-4,1439-4,1439,2023-04-03,4017.6
PG-1439-6,1439-6,1439,2023-07-08,46486.89
PG-1439-7,1439-7,1439,2023-07-11,29665.16
PG-1439-8,1439-8,1439,2023-08-22,8260.46
PG-1439-11,1439-11,1439,2023-11-27,13634.59
PG-1439-12,1439-12,1439,2023-12-13,9664.01
PG-1440-1,1440-1,1440,2023-01-07,17424.0
PG-1440-2,1440-2,1440,2023-03-11,3983.76
PG-1440-3,1440-3,1440,2023-03-21,32884.21
PG-1440-4,1440-4,1440,2023-04-06,2233.4
PG-1440-5,1440-5,1440,2023-05-04,15560.03
PG-1440-8,1440-8,1440,2023-08-15,23369.26
PG-1440-9,1440-9,1440,2023-09-19,14414.79
PG-1440-10,1440-10,1440,2023-10-06,25324.03
PG-1440-11,1440-11,1440,2023-11-03,2082.01
PG-1440-12,1440-12,1440,2023-12-02,8651.06
PG-1441-1,1441-1,1441,2023-01-31,2287.41
PG-1441-2,1441-2,1441,2023-03-03,6414.25
PG-1441-3,1441-3,1441,2023-03-16,19803.71
PG-1441-4,1441-4,1441,2023-04-28,26783.56
PG-1441-5,1441-5,1441,2023-05-20,16401.52
PG-1441-6,1441-6,1441,2023-06-29,16520.04
PG-1441-7,1441-7,1441,2023-07-26,2521.2
PG-1441-9,1441-9,1441,2023-09-20,1727.66
PG-1441-10,1441-10,1441,2023-10-10,12455.23
PG-1441-12,1441-12,1441,2024-01-06,1430.14
PG-1441-13,1441-13,1441,2024-02-07,27292.83
PG-1442-2,1442-2,1442,2023-03-08,1896.79
PG-1442-3,1442-3,1442,2023-04-08,52191.42
PG-1442-4,1442-4,1442,2023-04-18,14831.57
PG-1442-8,1442-8,1442,2023-08-22,17401.17
PG-1442-9,1442-9,1442,2023-09-07,47918.35
PG-1442-11,1442-11,1442,2023-11-06,10731.61
PG-1442-12,1442-12,1442,2023-12-01,6471.47
PG-1442-13,1442-13,1442,2024-01-19,912.39
PG-1443-4,1443-4,1443,2023-04-19,30462.75
PG-1443-5,1443-5,1443,2023-05-06,7375.11
PG-1443-7,1443-7,1443,2023-07-05,56506.81
PG-1443-8,1443-8,1443,2023-08-06,21825.04
PG-1443-10,1443-10,1443,2023-11-02,9107.62
PG-1444-1,1444-1,1444,2023-01-27,25068.59
PG-1444-2,1444-2,1444,2023-03-07,3112.02
PG-1444-5,1444-5,1444,2023-05-23,15664.04
PG-1444-7,1444-7,1444,2023-07-15,38362.73
PG-1444-8,1444-8,1444,2023-08-27,51783.03
PG-1444-9,1444-9,1444,2023-10-08,30806.81
PG-1444-10,1444-10,1444,2023-10-12,2150.83
PG-1444-11,1444-11,1444,2023-12-05,45525.94
PG-1444-13,1444-13,1444,2024-01-05,1531.21
PG-1445-2,1445-2,1445,2023-03-04,3678.99
PG-1445-3,1445-3,1445,2023-04-07,29453.87
PG-1445-4,1445-4,1445,2023-04-20,1763.56
PG-1445-5,1445-5,1445,2023-05-06,41202.37
PG-1445-6,1445-6,1445,2023-06-10,1208.71
PG-1445-7,1445-7,1445,2023-07-07,431.54
PG-1445-8,1445-8,1445,2023-08-09,25437.6
PG-1445-9,1445-9,1445,2023-09-05,17784.69
PG-1445-11,1445-11,1445,2023-11-14,1848.99
PG-1445-12,1445-12,1445,2024-01-03,4170.57
PG-1446-1,1446-1,1446,2023-01-10,16520.96
PG-1446-2,1446-2,1446,2023-03-11,2869.3
PG-1446-3,1446-3,1446,2023-03-12,10226.69
PG-1446-4,1446-4,1446,2023-04-22,17851.28
PG-1446-5,1446-5,1446,2023-05-24,64557.55
PG-1446-6,1446-6,1446,2023-06-24,13062.91
PG-1446-7,1446-7,1446,2023-07-03,1714.26
PG-1446-8,1446-8,1446,2023-08-30,16824.48
PG-1446-9,1446-9,1446,2023-09-02,53962.02
PG-1446-11,1446-11,1446,2023-12-06,8980.36
PG-1446-12,1446-12,1446,2023-12-10,8339.85
PG-1446-13,1446-13,1446,2024-01-10,3205.51
PG-1447-1,1447-1,1447,2023-02-06,6407.6
PG-1447-4,1447-4,1447,2023-04-30,5216.66
PG-1447-5,1447-5,1447,2023-05-03,2558.96
PG-1447-6,1447-6,1447,2023-06-23,36963.41
PG-1447-7,1447-7,1447,2023-08-06,15194.68
PG-1447-8,1447-8,1447,2023-09-06,3707.1
PG-1447-9,1447-9,1447,2023-10-07,20618.9
PG-1447-10,1447-10,1447,2023-10-10,25261.25
PG-1447-11,1447-11,1447,2023-11-10,3257.28
PG-1448-1,1448-1,1448,2023-01-10,23282.26
PG-1448-5,1448-5,1448,2023-05-07,6053.66
PG-1448-6,1448-6,1448,2023-06-07,14309.01
PG-1448-7,1448-7,1448,2023-07-14,1238.79
PG-1448-9,1448-9,1448,2023-09-01,18226.74
PG-1448-12,1448-12,1448,2023-12-05,5252.22
PG-1448-13,1448-13,1448,2024-01-01,2196.81
PG-1449-1,1449-1,1449,2023-01-03,99.79
PG-1449-2,1449-2,1449,2023-02-13,1565.3
PG-1449-3,1449-3,1449,2023-03-08,9982.73
PG-1449-5,1449-5,1449,2023-06-03,5209.23
PG-1449-6,1449-6,1449,2023-06-08,1962.39
PG-1449-7,1449-7,1449,2023-07-26,301.68
PG-1449-9,1449-9,1449,2023-09-30,6034.18
PG-1449-11,1449-11,1449,2023-11-23,2466.59
PG-1449-13,1449-13,1449,2024-01-09,31660.16
PG-1450-1,1450-1,1450,2023-01-17,24725.38
PG-1450-2,1450-2,1450,2023-02-10,15.84
PG-1450-4,1450-4,1450,2023-04-07,44993.48
PG-1450-6,1450-6,1450,2023-07-09,38117.77
PG-1450-8,1450-8,1450,2023-08-21,10965.44
PG-1450-9,1450-9,1450,2023-09-25,30938.34
PG-1450-10,1450-10,1450,2023-10-08,983.72
PG-1450-11,1450-11,1450,2023-11-09,53392.06
PG-1450-12,1450-12,1450,2023-12-10,1009.48
PG-1450-13,1450-13,1450,2024-01-15,3516.94
PG-1451-3,1451-3,1451,2023-04-07,9464.76
PG-1451-4,1451-4,1451,2023-04-06,199.99
PG-1451-6,1451-6,1451,2023-06-26,14502.44
PG-1451-7,1451-7,1451,2023-07-18,60209.33
PG-1451-8,1451-8,1451,2023-08-21,49884.24
PG-1451-9,1451-9,1451,2023-10-09,3904.18
PG-1451-10,1451-10,1451,2023-10-26,29602.81
PG-1451-11,1451-11,1451,2023-11-09,26859.87
PG-1452-1,1452-1,1452,2023-02-01,46318.67
PG-1452-2,1452-2,1452,2023-02-19,25369.78
PG-1452-3,1452-3,1452,2023-03-15,893.96
PG-1452-4,1452-4,1452,2023-04-06,6011.1
PG-1452-5,1452-5,1452,2023-05-08,29984.74
PG-1452-6,1452-6,1452,2023-07-04,5620.23
PG-1452-7,1452-7,1452,2023-08-03,11365.79
PG-1452-8,1452-8,1452,2023-08-05,42535.89
PG-1452-10,1452-10,1452,2023-10-23,28724.42
PG-1452-11,1452-11,1452,2023-12-05,5106.95
PG-1453-1,1453-1,1453,2023-02-04,20126.11
PG-1453-2,1453-2,1453,2023-02-06,55492.44
PG-1453-3,1453-3,1453,2023-04-02,4140.69
PG-1453-4,1453-4,1453,2023-04-15,18184.14
PG-1453-5,1453-5,1453,2023-06-07,31203.76
PG-1453-6,1453-6,1453,2023-06-21,37530.35
PG-1453-7,1453-7,1453,2023-07-06,3351.92
PG-1453-9,1453-9,1453,2023-09-19,13926.41
PG-1453-10,1453-10,1453,2023-10-11,5770.29
PG-1453-11,1453-11,1453,2023-11-12,32715.9
PG-1453-12,1453-12,1453,2023-12-07,918.69
PG-1453-13,1453-13,1453,2024-01-04,13211.98
PG-1454-1,1454-1,1454,2023-01-03,35474.71
PG-1454-2,1454-2,1454,2023-02-26,20690.81
PG-1454-4,1454-4,1454,2023-04-01,11146.08
PG-1454-6,1454-6,1454,2023-06-10,9261.15
PG-1454-7,1454-7,1454,2023-07-06,53799.7
PG-1454-8,1454-8,1454,2023-08-16,34215.79
PG-1454-9,1454-9,1454,2023-09-23,54167.81
PG-1454-10,1454-10,1454,2023-10-02,7451.38
PG-1454-12,1454-12,1454,2023-12-13,49639.27
PG-1454-13,1454-13,1454,2024-01-25,5516.63
PG-1455-1,1455-1,1455,2023-02-02,4248.07
PG-1455-2,1455-2,1455,2023-03-04,33800.35
PG-1455-3,1455-3,1455,2023-04-05,14600.31
PG-1455-6,1455-6,1455,2023-06-25,15203.33
PG-1455-8,1455-8,1455,2023-08-11,2272.19
PG-1455-11,1455-11,1455,2023-11-07,7652.89
PG-1455-12,1455-12,1455,2023-12-28,5997.5
PG-1456-1,1456-1,1456,2023-01-14,4216.62
PG-1456-2,1456-2,1456,2023-03-03,24083.61
PG-1456-3,1456-3,1456,2023-03-29,18141.14
PG-1456-4,1456-4,1456,2023-05-05,2173.89
PG-1456-5,1456-5,1456,2023-05-05,4559.06
PG-1456-6,1456-6,1456,2023-06-03,14330.61
PG-1456-7,1456-7,1456,2023-07-02,20670.69
PG-1456-9,1456-9,1456,2023-09-01,6593.93
PG-1456-10,1456-10,1456,2023-10-01,42108.25
PG-1456-11,1456-11,1456,2023-11-08,3823.88
PG-1456-13,1456-13,1456,2024-01-03,1367.84
PG-1457-1,1457-1,1457,2023-01-24,731.75
PG-1457-3,1457-3,1457,2023-03-10,42018.4
PG-1457-4,1457-4,1457,2023-04-10,1175.36
PG-1457-7,1457-7,1457,2023-07-03,27336.09
PG-1457-8,1457-8,1457,2023-08-25,11070.9
PG-1457-10,1457-10,1457,2023-10-04,25696.02
PG-1457-12,1457-12,1457,2023-12-06,22013.45
PG-1457-13,1457-13,1457,2024-01-20,30501.13
PG-1458-2,1458-2,1458,2023-02-01,6627.97
PG-1458-3,1458-3,1458,2023-03-05,13963.43
PG-1458-4,1458-4,1458,2023-05-09,61084.35
PG-1458-6,1458-6,1458,2023-06-05,23156.17
PG-1458-7,1458-7,1458,2023-08-03,4170.58
PG-1458-10,1458-10,1458,2023-11-01,19320.35
PG-1458-11,1458-11,1458,2023-12-02,13328.09
PG-1458-12,1458-12,1458,2023-12-08,10430.32
PG-1459-1,1459-1,1459,2023-02-01,20321.49
PG-1459-2,1459-2,1459,2023-02-28,41311.99
PG-1459-4,1459-4,1459,2023-04-02,5565.74
PG-1459-6,1459-6,1459,2023-06-05,21090.61
PG-1459-7,1459-7,1459,2023-07-13,1192.99
PG-1459-8,1459-8,1459,2023-09-07,16481.05
PG-1459-9,1459-9,1459,2023-09-05,41465.56
PG-1459-10,1459-10,1459,2023-10-06,25113.9
PG-1459-11,1459-11,1459,2023-11-07,19798.84
PG-1459-12,1459-12,1459,2023-12-16,17189.4
PG-1459-13,1459-13,1459,2024-02-07,15018.71
PG-1460-1,1460-1,1460,2023-01-29,2473.2
PG-1460-3,1460-3,1460,2023-03-20,1132.32
PG-1460-4,1460-4,1460,2023-04-07,24027.1
PG-1460-5,1460-5,1460,2023-05-04,18439.01
PG-1460-6,1460-6,1460,2023-06-29,34181.46
PG-1460-7,1460-7,1460,2023-07-04,15332.93
PG-1460-8,1460-8,1460,2023-08-01,53224.22
PG-1460-9,1460-9,1460,2023-10-07,39041.78
PG-1460-10,1460-10,1460,2023-11-01,15885.26
PG-1460-11,1460-11,1460,2023-12-03,7361.78
PG-1461-2,1461-2,1461,2023-02-10,48262.76
PG-1461-3,1461-3,1461,2023-03-09,13968.36
PG-1461-4,1461-4,1461,2023-04-25,6722.43
PG-1461-5,1461-5,1461,2023-06-06,34358.58
PG-1461-6,1461-6,1461,2023-06-17,1296.13
PG-1461-8,1461-8,1461,2023-08-03,17427.69
PG-1461-10,1461-10,1461,2023-10-04,20089.88
PG-1461-11,1461-11,1461,2023-11-23,21076.47
PG-1461-12,1461-12,1461,2023-12-05,5218.46
PG-1461-13,1461-13,1461,2024-01-06,30746.08
PG-1462-1,1462-1,1462,2023-01-23,39031.33
PG-1462-2,1462-2,1462,2023-02-08,19555.35
PG-1462-4,1462-4,1462,2023-04-13,35814.78
PG-1462-6,1462-6,1462,2023-07-04,18365.56
PG-1462-7,1462-7,1462,2023-07-31,4574.59
PG-1462-10,1462-10,1462,2023-10-02,49099.08
PG-1462-13,1462-13,1462,2024-01-08,5963.79
PG-1463-1,1463-1,1463,2023-02-04,2255.06
PG-1463-2,1463-2,1463,2023-02-02,29754.2
PG-1463-5,1463-5,1463,2023-05-10,7462.55
PG-1463-7,1463-7,1463,2023-07-01,1306.18
PG-1463-8,1463-8,1463,2023-08-02,52335.4
PG-1463-10,1463-10,1463,2023-10-09,15367.13
PG-1463-12,1463-12,1463,2023-12-10,721.6
PG-1463-13,1463-13,1463,2024-01-18,12645.23
PG-1464-1,1464-1,1464,2023-01-05,1215.73
PG-1464-2,1464-2,1464,2023-02-02,4684.98
PG-1464-3,1464-3,1464,2023-03-02,5592.28
PG-1464-4,1464-4,1464,2023-05-02,38831.16
PG-1464-5,1464-5,1464,2023-05-02,459.19
PG-1464-7,1464-7,1464,2023-07-01,19687.8
PG-1464-8,1464-8,1464,2023-08-17,6648.78
PG-1464-12,1464-12,1464,2023-12-28,2287.63
PG-1464-13,1464-13,1464,2024-01-04,801.31
PG-1465-2,1465-2,1465,2023-02-09,35858.58
PG-1465-5,1465-5,1465,2023-06-06,31183.35
PG-1465-6,1465-6,1465,2023-06-01,10077.12
PG-1465-8,1465-8,1465,2023-08-07,31847.6
PG-1465-9,1465-9,1465,2023-09-13,41932.47
PG-1465-13,1465-13,1465,2024-01-09,1089.85
PG-1466-3,1466-3,1466,2023-03-09,12837.12
PG-1466-4,1466-4,1466,2023-04-06,27598.43
PG-1466-5,1466-5,1466,2023-05-22,10115.67
PG-1466-7,1466-7,1466,2023-08-02,7704.89
PG-1466-10,1466-10,1466,2023-10-28,11651.75
PG-1466-11,1466-11,1466,2023-11-05,23928.89
PG-1466-12,1466-12,1466,2023-12-01,1497.64
PG-1466-13,1466-13,1466,2024-02-02,57521.86
PG-1467-1,1467-1,1467,2023-01-03,9092.04
PG-1467-2,1467-2,1467,2023-03-07,20627.11
PG-1467-4,1467-4,1467,2023-05-07,7113.2
PG-1467-6,1467-6,1467,2023-07-08,21859.06
PG-1467-10,1467-10,1467,2023-10-02,16753.49
PG-1467-12,1467-12,1467,2023-12-25,9135.22
PG-1467-13,1467-13,1467,2024-01-04,11724.56
PG-1468-1,1468-1,1468,2023-01-04,41223.69
PG-1468-4,1468-4,1468,2023-05-03,5292.24
PG-1468-6,1468-6,1468,2023-06-22,24706.77
PG-1468-8,1468-8,1468,2023-08-02,2764.69
PG-1468-9,1468-9,1468,2023-09-03,6647.1
PG-1468-10,1468-10,1468,2023-10-08,32873.19
PG-1468-11,1468-11,1468,2023-11-11,6470.96
PG-1468-13,1468-13,1468,2024-02-02,48965.71
PG-1469-1,1469-1,1469,2023-01-10,25284.75
PG-1469-2,1469-2,1469,2023-02-08,4836.91
PG-1469-4,1469-4,1469,2023-04-07,10019.38
PG-1469-5,1469-5,1469,2023-05-23,14319.23
PG-1469-6,1469-6,1469,2023-06-13,66956.5
PG-1469-8,1469-8,1469,2023-09-08,499.12
PG-1469-11,1469-11,1469,2023-11-06,7527.07
PG-1469-12,1469-12,1469,2023-12-07,15045.43
PG-1470-1,1470-1,1470,2023-01-10,6331.28
PG-1470-3,1470-3,1470,2023-03-10,14249.22
PG-1470-5,1470-5,1470,2023-06-04,5099.09
PG-1470-7,1470-7,1470,2023-07-19,12344.23
PG-1470-8,1470-8,1470,2023-08-21,25529.84
PG-1470-10,1470-10,1470,2023-10-08,2707.55
PG-1470-11,1470-11,1470,2023-11-07,45812.03
PG-1470-12,1470-12,1470,2023-12-11,9.72
PG-1470-13,1470-13,1470,2024-01-19,23596.03
PG-1471-1,1471-1,1471,2023-01-06,1349.1
PG-1471-4,1471-4,1471,2023-05-03,41523.09
PG-1471-6,1471-6,1471,2023-06-09,20265.64
PG-1471-10,1471-10,1471,2023-10-08,33839.28
PG-1471-11,1471-11,1471,2023-11-02,408.08
PG-1472-1,1472-1,1472,2023-01-15,30661.92
PG-1472-2,1472-2,1472,2023-02-17,10275.11
PG-1472-3,1472-3,1472,2023-03-15,5511.06
PG-1472-4,1472-4,1472,2023-04-08,11935.66
PG-1472-5,1472-5,1472,2023-06-04,19303.59
PG-1472-6,1472-6,1472,2023-06-17,24341.52
PG-1472-7,1472-7,1472,2023-07-10,36793.26
PG-1472-8,1472-8,1472,2023-08-04,31233.51
PG-1472-9,1472-9,1472,2023-09-07,24657.36
PG-1472-10,1472-10,1472,2023-10-22,29628.79
PG-1472-11,1472-11,1472,2023-12-09,10606.95
PG-1473-1,1473-1,1473,2023-01-06,10863.27
PG-1473-2,1473-2,1473,2023-02-13,13760.07
PG-1473-3,1473-3,1473,2023-03-11,3102.9
PG-1473-4,1473-4,1473,2023-04-08,16578.94
PG-1473-5,1473-5,1473,2023-05-25,18317.58
PG-1473-6,1473-6,1473,2023-06-06,15209.84
PG-1473-7,1473-7,1473,2023-07-09,16252.72
PG-1473-8,1473-8,1473,2023-08-02,31901.08
PG-1473-9,1473-9,1473,2023-10-09,41674.94
PG-1473-10,1473-10,1473,2023-10-15,6097.17
PG-1473-11,1473-11,1473,2023-11-18,36618.11
PG-1473-13,1473-13,1473,2024-01-24,52577.51
PG-1474-1,1474-1,1474,2023-01-07,14029.32
PG-1474-2,1474-2,1474,2023-02-01,3316.03
PG-1474-3,1474-3,1474,2023-03-31,4921.98
PG-1474-5,1474-5,1474,2023-05-27,44405.0
PG-1474-6,1474-6,1474,2023-06-07,13642.9
PG-1474-8,1474-8,1474,2023-08-06,3406.65
PG-1474-11,1474-11,1474,2023-11-01,22168.14
PG-1474-12,1474-12,1474,2024-01-08,39963.03
PG-1474-13,1474-13,1474,2024-01-07,13459.81
PG-1475-1,1475-1,1475,2023-01-30,33227.45
PG-1475-2,1475-2,1475,2023-02-04,22870.49
PG-1475-3,1475-3,1475,2023-03-08,48969.38
PG-1475-4,1475-4,1475,2023-04-13,28650.48
PG-1475-5,1475-5,1475,2023-05-23,3562.41
PG-1475-6,1475-6,1475,2023-07-08,1451.97
PG-1475-8,1475-8,1475,2023-08-04,9464.45
PG-1475-9,1475-9,1475,2023-10-01,5573.22
PG-1475-10,1475-10,1475,2023-10-25,26202.11
PG-1475-11,1475-11,1475,2023-11-13,49740.01
PG-1475-12,1475-12,1475,2023-12-31,15150.9
PG-1476-2,1476-2,1476,2023-03-07,40205.61
PG-1476-4,1476-4,1476,2023-04-02,10800.98
PG-1476-5,1476-5,1476,2023-05-10,15572.51
PG-1476-6,1476-6,1476,2023-06-13,41221.03
PG-1476-7,1476-7,1476,2023-07-09,1919.76
PG-1476-8,1476-8,1476,2023-09-08,7289.69
PG-1476-9,1476-9,1476,2023-09-21,2307.0
PG-1476-10,1476-10,1476,2023-10-17,966.53
PG-1476-12,1476-12,1476,2023-12-17,2741.51
PG-1476-13,1476-13,1476,2024-01-31,47601.22
PG-1477-1,1477-1,1477,2023-01-08,34880.31
PG-1477-3,1477-3,1477,2023-03-12,12622.87
PG-1477-4,1477-4,1477,2023-04-02,20813.34
PG-1477-5,1477-5,1477,2023-05-02,37951.62
PG-1477-6,1477-6,1477,2023-07-05,11438.98
PG-1477-8,1477-8,1477,2023-09-05,3625.02
PG-1477-9,1477-9,1477,2023-10-01,26301.63
PG-1477-10,1477-10,1477,2023-10-10,569.68
PG-1477-11,1477-11,1477,2023-11-26,3941.89
PG-1478-1,1478-1,1478,2023-01-31,8101.49
PG-1478-2,1478-2,1478,2023-02-17,28789.94
PG-1478-3,1478-3,1478,2023-03-04,15347.18
PG-1478-5,1478-5,1478,2023-05-17,967.13
PG-1478-7,1478-7,1478,2023-08-01,44867.94
PG-1478-8,1478-8,1478,2023-09-05,1374.34
PG-1478-10,1478-10,1478,2023-10-10,8049.51
PG-1478-11,1478-11,1478,2023-11-08,1334.43
PG-1478-13,1478-13,1478,2024-01-01,19851.07
PG-1479-1,1479-1,1479,2023-01-01,1294.8
PG-1479-3,1479-3,1479,2023-03-15,2416.28
PG-1479-4,1479-4,1479,2023-04-17,24089.02
PG-1479-5,1479-5,1479,2023-05-10,6363.65
PG-1479-8,1479-8,1479,2023-08-13,23358.52
PG-1479-9,1479-9,1479,2023-09-23,37742.44
PG-1479-10,1479-10,1479,2023-10-31,44013.68
PG-1479-11,1479-11,1479,2023-11-29,11050.74
PG-1479-12,1479-12,1479,2023-12-17,19637.48
PG-1479-13,1479-13,1479,2024-01-17,16034.02
PG-1480-2,1480-2,1480,2023-03-06,12198.02
PG-1480-3,1480-3,1480,2023-03-12,6412.68
PG-1480-4,1480-4,1480,2023-04-06,5008.9
PG-1480-7,1480-7,1480,2023-07-26,24244.6
PG-1480-8,1480-8,1480,2023-08-15,1514.39
PG-1480-9,1480-9,1480,2023-09-27,3225.7
PG-1480-11,1480-11,1480,2023-11-23,4879.02
PG-1480-12,1480-12,1480,2023-12-31,3250.32
PG-1481-3,1481-3,1481,2023-03-12,12965.73
PG-1481-5,1481-5,1481,2023-05-25,29842.99
PG-1481-8,1481-8,1481,2023-08-20,2654.1
PG-1481-9,1481-9,1481,2023-10-04,1966.53
PG-1481-10,1481-10,1481,2023-10-05,40248.54
PG-1481-11,1481-11,1481,2023-11-22,2833.65
PG-1481-12,1481-12,1481,2023-12-28,59416.42
PG-1482-2,1482-2,1482,2023-02-01,35239.37
PG-1482-4,1482-4,1482,2023-04-21,24658.29
PG-1482-5,1482-5,1482,2023-05-04,2688.31
PG-1482-6,1482-6,1482,2023-06-12,4259.76
PG-1482-7,1482-7,1482,2023-07-04,33461.77
PG-1482-8,1482-8,1482,2023-08-02,2120.43
PG-1482-10,1482-10,1482,2023-10-01,2750.82
PG-1482-11,1482-11,1482,2023-11-12,36162.01
PG-1482-12,1482-12,1482,2023-12-01,1473.05
PG-1482-13,1482-13,1482,2024-01-11,8756.22
PG-1483-1,1483-1,1483,2023-01-23,16419.1
PG-1483-2,1483-2,1483,2023-02-02,688.96
PG-1483-3,1483-3,1483,2023-03-22,9904.79
PG-1483-4,1483-4,1483,2023-04-24,15481.39
PG-1483-5,1483-5,1483,2023-05-31,21981.24
PG-1483-6,1483-6,1483,2023-06-01,43016.32
PG-1483-7,1483-7,1483,2023-07-24,1529.01
PG-1483-8,1483-8,1483,2023-08-04,22677.46
PG-1483-10,1483-10,1483,2023-10-06,4510.37
PG-1483-12,1483-12,1483,2023-12-18,6925.15
